YEAR,INBOUND_ALTITUDE
1978,601.0
1978,832.0
1978,579.0
1978,1110.0
1978,0.0
1978,592.0
1978,714.0
1978,386.0
1978,708.0
1978,423.0
1978,1032.0
1978,469.0
1978,623.0
1978,896.0
1978,0.0
1978,549.0
1978,1080.0
1978,873.0
1978,967.0
1978,729.0
1978,611.0
1978,888.0
1978,690.0
1978,1109.0
1978,953.0
1979,996.0
1979,1330.0
1979,0.0
1979,1461.0
1979,0.0
1979,2073.0
1979,863.0
1979,1711.0
1979,0.0
1979,853.0
1979,424.0
1979,0.0
1979,236.0
1979,320.0
1979,995.0
1979,0.0
1979,831.0
1979,433.0
1979,1167.0
1979,192.0
1979,1005.0
1979,0.0
1979,620.0
1979,543.0
1979,899.0
1979,1173.0
1979,1370.0
1979,1976.0
1979,1472.0
1979,0.0
1979,1141.0
1979,1068.0
1979,1642.0
1979,1150.0
1979,663.0
1979,1397.0
1979,0.0
1979,0.0
1979,0.0
1979,1248.0
1979,857.0
1979,1323.0
1979,787.0
1979,1223.0
1979,1104.0
1979,989.0
1979,866.0
1979,0.0
1979,1409.0
1979,1653.0
1979,176.0
1979,740.0
1979,566.0
1979,1236.0
1979,4789.0
1979,1530.0
1979,1876.0
1979,343.0
1979,1324.0
1979,1175.0
1979,541.0
1979,905.0
1979,1167.0
1979,1205.0
1979,873.0
1979,1803.0
1979,851.0
1979,629.0
1979,756.0
1979,1190.0
1979,1612.0
1979,1328.0
1979,1275.0
1979,667.0
1979,571.0
1979,1411.0
1979,1857.0
1979,1761.0
1979,968.0
1979,1070.0
1979,950.0
1979,2122.0
1979,437.0
1979,1049.0
1979,1768.0
1979,1872.0
1979,1973.0
1979,1241.0
1979,1191.0
1979,564.0
1979,1152.0
1979,804.0
1979,1635.0
1979,959.0
1979,607.0
1979,731.0
1979,691.0
1979,841.0
1979,525.0
1979,639.0
1979,760.0
1979,1372.0
1979,759.0
1979,1109.0
1979,563.0
1979,668.0
1979,1131.0
1979,1251.0
1979,1050.0
1979,665.0
1979,888.0
1979,835.0
1979,596.0
1979,1329.0
1979,782.0
1979,827.0
1979,1115.0
1979,598.0
1979,720.0
1979,733.0
1979,483.0
1979,799.0
1979,693.0
1979,576.0
1979,1038.0
1979,949.0
1979,742.0
1979,750.0
1979,689.0
1979,370.0
1979,1410.0
1979,615.0
1979,491.0
1979,582.0
1979,951.0
1979,421.0
1979,419.0
1979,611.0
1979,780.0
1979,709.0
1979,318.0
1979,307.0
1979,492.0
1979,754.0
1979,318.0
1979,393.0
1979,545.0
1979,528.0
1979,958.0
1979,713.0
1979,708.0
1979,508.0
1979,658.0
1979,383.0
1979,342.0
1979,151.0
1979,329.0
1979,386.0
1979,417.0
1979,699.0
1979,891.0
1979,836.0
1979,636.0
1979,354.0
1979,299.0
1979,604.0
1979,1257.0
1979,417.0
1979,847.0
1979,495.0
1979,873.0
1979,326.0
1979,382.0
1979,651.0
1979,389.0
1979,483.0
1979,342.0
1979,520.0
1979,327.0
1979,1408.0
1979,1001.0
1979,427.0
1979,732.0
1979,623.0
1979,1031.0
1979,875.0
1979,797.0
1979,582.0
1979,883.0
1979,442.0
1979,525.0
1979,572.0
1979,718.0
1979,1019.0
1979,684.0
1979,993.0
1979,986.0
1979,728.0
1979,860.0
1979,1068.0
1979,929.0
1979,1368.0
1979,1099.0
1979,1517.0
1979,1230.0
1979,1182.0
1979,1473.0
1979,922.0
1979,975.0
1979,867.0
1979,1139.0
1979,333.0
1979,653.0
1979,0.0
1979,772.0
1979,1522.0
1979,735.0
1979,777.0
1979,407.0
1979,686.0
1979,1634.0
1979,602.0
1979,1288.0
1979,1504.0
1979,1413.0
1979,1534.0
1979,923.0
1979,0.0
1979,1321.0
1979,1270.0
1979,826.0
1979,2050.0
1979,1167.0
1979,1280.0
1979,1748.0
1979,1562.0
1979,745.0
1979,330.0
1979,1384.0
1979,0.0
1979,364.0
1979,836.0
1979,2017.0
1979,1579.0
1979,909.0
1979,1892.0
1979,1263.0
1979,2408.0
1979,782.0
1979,1283.0
1979,970.0
1979,1872.0
1979,967.0
1979,700.0
1979,1355.0
1979,917.0
1979,1591.0
1979,672.0
1979,393.0
1979,752.0
1979,0.0
1979,1083.0
1979,1259.0
1979,1212.0
1979,1950.0
1979,1267.0
1979,1864.0
1979,1522.0
1979,1595.0
1979,2829.0
1979,2054.0
1979,1376.0
1979,855.0
1979,1215.0
1979,1287.0
1979,1817.0
1979,1311.0
1979,893.0
1979,1498.0
1979,1072.0
1979,530.0
1979,1121.0
1979,717.0
1979,659.0
1979,1019.0
1979,612.0
1979,987.0
1979,1245.0
1979,641.0
1979,875.0
1979,412.0
1979,829.0
1979,1243.0
1979,1482.0
1979,550.0
1979,923.0
1979,682.0
1980,898.0
1980,1252.0
1980,1169.0
1980,1080.0
1980,605.0
1980,1248.0
1980,817.0
1980,1250.0
1980,1181.0
1980,1181.0
1980,1373.0
1980,368.0
1980,514.0
1980,433.0
1980,400.0
1980,439.0
1980,440.0
1980,407.0
1980,639.0
1980,545.0
1980,439.0
1980,674.0
1980,288.0
1980,768.0
1980,417.0
1980,618.0
1980,1151.0
1980,925.0
1980,1208.0
1980,1740.0
1980,2937.0
1980,731.0
1980,608.0
1980,618.0
1980,781.0
1980,625.0
1980,854.0
1980,452.0
1980,392.0
1980,649.0
1980,837.0
1980,636.0
1980,343.0
1980,0.0
1980,641.0
1980,756.0
1980,707.0
1980,675.0
1980,568.0
1980,689.0
1980,716.0
1980,1071.0
1980,1424.0
1980,734.0
1980,885.0
1980,711.0
1980,821.0
1980,596.0
1980,987.0
1980,1494.0
1980,800.0
1980,934.0
1980,708.0
1980,981.0
1980,1380.0
1980,509.0
1980,1151.0
1980,1208.0
1980,796.0
1980,530.0
1980,725.0
1980,923.0
1980,618.0
1980,751.0
1980,1048.0
1980,835.0
1980,0.0
1980,893.0
1980,1002.0
1980,1458.0
1980,1555.0
1980,1235.0
1980,1591.0
1980,1346.0
1980,1179.0
1980,808.0
1980,1281.0
1980,1109.0
1980,1558.0
1980,1029.0
1980,1773.0
1980,1073.0
1980,1484.0
1980,1817.0
1980,1377.0
1980,1339.0
1980,881.0
1980,648.0
1980,1737.0
1980,1744.0
1980,1350.0
1980,1172.0
1980,995.0
1980,0.0
1980,959.0
1980,1007.0
1980,1236.0
1980,1755.0
1980,1423.0
1980,0.0
1980,837.0
1980,1103.0
1980,1612.0
1980,1508.0
1980,1087.0
1980,882.0
1980,945.0
1980,1082.0
1980,1397.0
1980,1644.0
1980,959.0
1980,1742.0
1980,1092.0
1980,1393.0
1980,903.0
1980,1438.0
1980,1411.0
1980,1036.0
1980,1067.0
1980,1663.0
1980,2090.0
1980,1621.0
1980,2117.0
1980,2325.0
1980,1999.0
1980,1936.0
1980,1193.0
1980,1449.0
1980,1095.0
1980,959.0
1980,1077.0
1980,1393.0
1980,1472.0
1980,1135.0
1980,2773.0
1980,1918.0
1980,1137.0
1980,1457.0
1980,1131.0
1980,1375.0
1980,1749.0
1980,1357.0
1980,1441.0
1980,910.0
1980,1919.0
1980,1327.0
1980,1444.0
1980,1812.0
1980,716.0
1980,1968.0
1980,2064.0
1980,2522.0
1980,1360.0
1980,2235.0
1980,1712.0
1980,1103.0
1980,944.0
1980,838.0
1980,1164.0
1980,1239.0
1980,1508.0
1980,1039.0
1980,1137.0
1980,3332.0
1980,1179.0
1980,1740.0
1980,1732.0
1980,1502.0
1980,1114.0
1980,1406.0
1980,1131.0
1980,789.0
1980,412.0
1980,1107.0
1980,1896.0
1980,859.0
1980,1822.0
1980,1136.0
1980,1468.0
1980,1031.0
1980,1493.0
1980,754.0
1980,1476.0
1980,757.0
1980,999.0
1980,1277.0
1980,1217.0
1980,1356.0
1980,830.0
1980,1930.0
1980,1462.0
1980,1205.0
1980,1473.0
1980,636.0
1980,437.0
1980,1359.0
1980,1087.0
1980,1621.0
1980,784.0
1980,658.0
1980,1168.0
1980,1195.0
1980,823.0
1980,522.0
1980,853.0
1980,515.0
1980,947.0
1980,501.0
1980,592.0
1980,1013.0
1980,588.0
1980,385.0
1980,546.0
1980,918.0
1980,473.0
1980,999.0
1980,670.0
1980,815.0
1980,428.0
1980,535.0
1980,412.0
1980,0.0
1980,1049.0
1980,656.0
1980,347.0
1980,377.0
1980,454.0
1980,668.0
1980,0.0
1980,556.0
1980,343.0
1980,372.0
1980,480.0
1980,382.0
1980,581.0
1980,355.0
1980,546.0
1980,395.0
1980,371.0
1980,394.0
1980,382.0
1980,498.0
1980,0.0
1980,859.0
1980,600.0
1980,439.0
1980,544.0
1980,679.0
1980,740.0
1980,0.0
1980,424.0
1980,557.0
1980,552.0
1980,495.0
1980,1328.0
1980,1008.0
1980,817.0
1980,758.0
1980,378.0
1980,0.0
1980,588.0
1980,0.0
1980,637.0
1980,859.0
1980,821.0
1980,1423.0
1980,1284.0
1980,503.0
1980,769.0
1980,665.0
1980,1121.0
1980,1293.0
1980,0.0
1980,1261.0
1980,1232.0
1980,1240.0
1980,1612.0
1980,1323.0
1980,443.0
1980,1279.0
1980,670.0
1980,1037.0
1980,0.0
1980,355.0
1980,710.0
1980,1333.0
1980,2863.0
1980,1582.0
1980,1535.0
1980,485.0
1980,0.0
1980,543.0
1980,541.0
1980,636.0
1980,1113.0
1980,726.0
1980,1424.0
1980,836.0
1980,535.0
1980,471.0
1980,739.0
1980,924.0
1980,1583.0
1980,944.0
1980,929.0
1980,1297.0
1980,1753.0
1980,657.0
1980,1679.0
1980,0.0
1980,925.0
1980,1656.0
1980,2029.0
1980,2560.0
1980,1986.0
1980,506.0
1980,2419.0
1980,1278.0
1980,1026.0
1980,1806.0
1980,973.0
1980,1750.0
1980,2036.0
1980,1097.0
1980,1572.0
1980,1608.0
1981,1629.0
1981,1183.0
1981,1673.0
1981,0.0
1981,1141.0
1981,770.0
1981,1591.0
1981,593.0
1981,1833.0
1981,2548.0
1981,1472.0
1981,2774.0
1981,2516.0
1981,1875.0
1981,1313.0
1981,1278.0
1981,2644.0
1981,2054.0
1981,1363.0
1981,754.0
1981,945.0
1981,1388.0
1981,667.0
1981,885.0
1981,1768.0
1981,2744.0
1981,1334.0
1981,1942.0
1981,642.0
1981,1027.0
1981,1963.0
1981,1433.0
1981,985.0
1981,1262.0
1981,1406.0
1981,800.0
1981,0.0
1981,784.0
1981,1812.0
1981,543.0
1981,1888.0
1981,1326.0
1981,1691.0
1981,914.0
1981,1493.0
1981,1380.0
1981,1308.0
1981,0.0
1981,942.0
1981,2520.0
1981,972.0
1981,742.0
1981,1108.0
1981,1124.0
1981,905.0
1981,825.0
1981,0.0
1981,752.0
1981,1351.0
1981,1445.0
1981,935.0
1981,676.0
1981,1200.0
1981,666.0
1981,1018.0
1981,742.0
1981,1952.0
1981,729.0
1981,826.0
1981,714.0
1981,822.0
1981,1005.0
1981,760.0
1981,854.0
1981,1130.0
1981,1397.0
1981,1076.0
1981,1232.0
1981,905.0
1981,1191.0
1981,923.0
1981,1483.0
1981,1855.0
1981,1361.0
1981,944.0
1981,737.0
1981,1018.0
1981,782.0
1981,1028.0
1981,1209.0
1981,732.0
1981,711.0
1981,1017.0
1981,1098.0
1981,799.0
1981,1304.0
1981,1388.0
1981,719.0
1981,763.0
1981,724.0
1981,932.0
1981,784.0
1981,937.0
1981,1178.0
1981,1637.0
1981,1324.0
1981,1230.0
1981,1520.0
1981,1462.0
1981,0.0
1981,1203.0
1981,794.0
1981,902.0
1981,878.0
1981,1284.0
1981,1391.0
1981,906.0
1981,1968.0
1981,1567.0
1981,0.0
1981,1787.0
1981,1204.0
1981,1189.0
1981,1392.0
1981,1630.0
1981,1131.0
1981,1194.0
1981,1625.0
1981,1943.0
1981,1393.0
1981,1894.0
1981,1560.0
1981,1503.0
1981,2728.0
1981,1771.0
1981,2213.0
1981,1654.0
1981,1467.0
1981,889.0
1981,1551.0
1981,1250.0
1981,0.0
1981,0.0
1981,1930.0
1981,0.0
1981,1002.0
1981,1759.0
1981,1659.0
1981,1606.0
1981,1972.0
1981,1226.0
1981,1193.0
1981,1000.0
1981,1001.0
1981,918.0
1981,2122.0
1981,2745.0
1981,1627.0
1981,1238.0
1981,1583.0
1981,2281.0
1981,1424.0
1981,2812.0
1981,1251.0
1981,1147.0
1981,1522.0
1981,1116.0
1981,1749.0
1981,1547.0
1981,2609.0
1981,1908.0
1981,1432.0
1981,1913.0
1981,917.0
1981,1148.0
1981,1462.0
1981,2133.0
1981,1315.0
1981,2276.0
1981,1549.0
1981,0.0
1981,1546.0
1981,1023.0
1981,1924.0
1981,979.0
1981,969.0
1981,1525.0
1981,960.0
1981,883.0
1981,870.0
1981,1181.0
1981,1154.0
1981,1119.0
1981,1966.0
1981,973.0
1981,968.0
1981,1114.0
1982,1217.0
1982,1063.0
1982,1251.0
1982,1045.0
1982,1203.0
1982,1206.0
1982,1242.0
1982,1085.0
1982,1268.0
1982,1319.0
1982,1561.0
1982,1227.0
1982,1772.0
1982,1413.0
1982,1733.0
1982,1461.0
1982,1322.0
1982,1326.0
1982,1364.0
1982,1111.0
1982,1303.0
1982,1382.0
1982,1299.0
1982,1489.0
1982,2191.0
1982,1975.0
1982,2482.0
1982,1910.0
1982,1532.0
1982,1927.0
1982,1856.0
1982,1888.0
1982,1375.0
1982,2215.0
1982,1688.0
1982,2064.0
1982,1590.0
1982,2008.0
1982,2143.0
1982,1739.0
1982,1327.0
1982,1291.0
1982,1552.0
1982,1191.0
1982,2376.0
1982,1931.0
1982,1330.0
1982,1745.0
1982,1649.0
1982,2434.0
1982,2019.0
1982,2160.0
1982,1255.0
1982,3024.0
1982,2576.0
1982,1861.0
1982,1654.0
1982,2534.0
1982,2415.0
1982,1425.0
1982,1611.0
1982,2143.0
1982,1486.0
1982,2459.0
1982,1711.0
1982,1844.0
1982,1250.0
1982,1390.0
1982,1545.0
1982,1248.0
1982,1245.0
1982,1218.0
1982,1409.0
1982,1937.0
1982,1189.0
1982,1440.0
1982,1689.0
1982,1526.0
1982,1419.0
1982,1191.0
1982,1331.0
1982,1372.0
1982,1791.0
1982,1349.0
1982,1488.0
1982,1371.0
1982,1847.0
1982,1375.0
1982,2368.0
1982,1545.0
1982,2257.0
1982,1511.0
1982,1826.0
1982,1456.0
1982,1873.0
1982,0.0
1982,1646.0
1982,2742.0
1982,1663.0
1982,1808.0
1982,1485.0
1982,1701.0
1982,1722.0
1982,2043.0
1982,2215.0
1982,1750.0
1982,1625.0
1982,1599.0
1982,1865.0
1982,2184.0
1982,1524.0
1983,1615.0
1983,1992.0
1983,1622.0
1983,1872.0
1983,1632.0
1983,1603.0
1983,1643.0
1983,1704.0
1983,2022.0
1983,0.0
1983,1640.0
1983,1674.0
1983,0.0
1983,2315.0
1983,1801.0
1983,1777.0
1983,2038.0
1983,1877.0
1983,1886.0
1983,1914.0
1983,1680.0
1983,1817.0
1983,2066.0
1983,2022.0
1983,2105.0
1983,2177.0
1983,1876.0
1983,2127.0
1983,2510.0
1983,2602.0
1983,2362.0
1983,2056.0
1983,2087.0
1983,2595.0
1983,2445.0
1983,1727.0
1983,2115.0
1983,1821.0
1983,1918.0
1983,2180.0
1983,2383.0
1983,1940.0
1983,2689.0
1983,2535.0
1983,2010.0
1983,1995.0
1983,2217.0
1983,2190.0
1983,2715.0
1983,1902.0
1983,2060.0
1983,2165.0
1983,1901.0
1983,1834.0
1983,2398.0
1983,0.0
1983,2588.0
1983,0.0
1983,1842.0
1983,2486.0
1983,1764.0
1983,2668.0
1983,2529.0
1983,2384.0
1983,1925.0
1984,2538.0
1984,2132.0
1984,2403.0
1984,1943.0
1984,2003.0
1984,2108.0
1984,2134.0
1984,2725.0
1984,2755.0
1984,2573.0
1984,0.0
1984,2290.0
1984,2657.0
1984,2279.0
1984,2973.0
1984,2200.0
1984,2586.0
1984,2409.0
1984,2283.0
1984,2179.0
1984,2054.0
1984,2100.0
1984,1969.0
1984,2370.0
1984,2730.0
1984,2610.0
1984,2505.0
1984,1941.0
1984,2384.0
1984,2149.0
1984,2413.0
1984,2568.0
1984,2662.0
1984,2646.0
1984,2198.0
1984,2609.0
1984,2511.0
1984,2451.0
1984,2978.0
1984,2354.0
1984,2030.0
1984,2217.0
1984,2141.0
1984,2040.0
1984,2099.0
1984,1913.0
1984,2007.0
1985,0.0
1986,0.0
1986,2356.0
1986,0.0
1986,2423.0
1986,0.0
1986,0.0
1986,2772.0
1986,2834.0
1986,2408.0
1986,3122.0
1986,2904.0
1986,2622.0
1986,2405.0
1986,2694.0
1986,2556.0
1986,2937.0
1986,2301.0
1986,2483.0
1986,2668.0
1986,2922.0
1986,3000.0
1986,3275.0
1986,2859.0
1986,2797.0
1986,2910.0
1986,2843.0
1986,2580.0
1987,2591.0
1987,2315.0
1987,2909.0
1987,2313.0
1987,2535.0
1987,2653.0
1987,2764.0
1987,3069.0
1987,3154.0
1987,2622.0
1987,2557.0
1987,0.0
1987,3356.0
1987,3413.0
1987,3402.0
1987,2935.0
1987,3067.0
1987,2699.0
1987,3243.0
1987,2546.0
1987,3261.0
1987,2382.0
1987,2880.0
1987,2854.0
1987,0.0
1987,2955.0
1987,2754.0
1987,3291.0
1987,2935.0
1987,3332.0
1987,2884.0
1987,2925.0
1987,0.0
1987,2578.0
1987,0.0
1987,3220.0
1987,3211.0
1987,3678.0
1987,2730.0
1987,2525.0
1987,3278.0
1987,2631.0
1987,2381.0
1987,3453.0
1987,3303.0
1987,2662.0
1987,3402.0
1987,2687.0
1987,2353.0
1987,3855.0
1987,3380.0
1987,3203.0
1987,3391.0
1987,2225.0
1987,2904.0
1987,2362.0
1987,2667.0
1987,2297.0
1987,2962.0
1987,2202.0
1987,2806.0
1987,2868.0
1987,2557.0
1987,0.0
1987,0.0
1987,2375.0
1987,0.0
1987,2596.0
1988,3020.0
1988,2568.0
1988,0.0
1988,2145.0
1988,2362.0
1988,2684.0
1988,2880.0
1988,2843.0
1988,2314.0
1988,2439.0
1988,2326.0
1988,2434.0
1988,2430.0
1988,2152.0
1988,2811.0
1988,2503.0
1988,2522.0
1988,2725.0
1988,2294.0
1988,3077.0
1988,2460.0
1988,2280.0
1988,3348.0
1988,3040.0
1988,2474.0
1988,3347.0
1988,3122.0
1988,2707.0
1988,3382.0
1988,2987.0
1988,3010.0
1988,2726.0
1988,2710.0
1988,2295.0
1988,2396.0
1988,3137.0
1988,3247.0
1988,2632.0
1988,3123.0
1988,3617.0
1988,2583.0
1988,2456.0
1988,2586.0
1988,3331.0
1988,4225.0
1988,3161.0
1988,2830.0
1988,2552.0
1988,2581.0
1988,2398.0
1988,2336.0
1988,3267.0
1988,2820.0
1988,2999.0
1988,3071.0
1988,2818.0
1988,2704.0
1988,2410.0
1988,2236.0
1988,1999.0
1988,1951.0
1988,1949.0
1988,1947.0
1988,1945.0
1988,1943.0
1988,1942.0
1988,2110.0
1988,2023.0
1988,2119.0
1988,1968.0
1988,2442.0
1988,0.0
1988,0.0
1988,0.0
1988,2442.0
1988,2221.0
1988,2593.0
1988,2657.0
1988,2676.0
1988,3606.0
1988,1958.0
1988,0.0
1988,2902.0
1988,2391.0
1988,2874.0
1988,2728.0
1988,3066.0
1988,4274.0
1988,3644.0
1988,2978.0
1988,5053.0
1988,4161.0
1988,3511.0
1989,3127.0
1989,2676.0
1989,2632.0
1989,2724.0
1989,2739.0
1989,2990.0
1989,2684.0
1989,2439.0
1989,2769.0
1989,2956.0
1989,2301.0
1989,2472.0
1989,2189.0
1989,1881.0
1989,2522.0
1989,3290.0
1989,2504.0
1989,2941.0
1989,3079.0
1989,5986.0
1989,3488.0
1989,2438.0
1989,2071.0
1989,0.0
1989,1768.0
1989,1953.0
1989,2623.0
1989,2105.0
1989,2052.0
1989,2968.0
1989,2440.0
1989,2668.0
1989,2412.0
1989,2054.0
1989,1830.0
1989,1763.0
1989,1885.0
1989,2909.0
1989,2660.0
1989,2299.0
1989,2942.0
1989,2849.0
1989,2344.0
1989,3152.0
1989,3060.0
1989,2936.0
1989,3092.0
1989,2233.0
1989,3099.0
1989,2847.0
1989,2757.0
1989,2367.0
1989,2919.0
1989,3157.0
1989,2252.0
1989,2464.0
1989,2782.0
1989,2942.0
1989,2107.0
1989,2136.0
1989,2543.0
1989,0.0
1989,2942.0
1989,0.0
1989,3493.0
1989,4457.0
1989,4274.0
1989,2826.0
1989,3760.0
1989,2537.0
1989,3389.0
1989,2770.0
1989,2674.0
1989,2774.0
1989,3362.0
1989,2808.0
1989,3224.0
1989,3614.0
1989,3477.0
1989,3131.0
1989,2075.0
1989,3030.0
1989,2332.0
1989,3121.0
1989,3789.0
1989,3185.0
1989,0.0
1989,3677.0
1989,1963.0
1989,3559.0
1989,1948.0
1989,0.0
1990,1943.0
1990,2334.0
1990,1820.0
1990,2066.0
1990,2065.0
1990,2316.0
1990,3818.0
1990,2621.0
1990,2204.0
1990,2305.0
1990,2666.0
1990,2411.0
1990,2655.0
1990,2409.0
1990,2480.0
1990,1946.0
1990,1651.0
1990,2565.0
1990,2615.0
1990,2801.0
1990,2955.0
1990,3041.0
1990,2117.0
1990,2851.0
1990,2667.0
1990,1980.0
1990,2565.0
1990,3170.0
1990,3042.0
1990,2876.0
1990,2954.0
1990,3727.0
1990,3149.0
1990,3501.0
1990,4594.0
1990,2899.0
1990,3242.0
1990,2209.0
1990,2907.0
1990,3359.0
1990,2156.0
1990,3294.0
1990,2347.0
1990,1985.0
1990,1999.0
1990,1563.0
1990,1514.0
1990,2421.0
1990,2590.0
1990,1476.0
1990,1505.0
1990,2136.0
1990,2886.0
1990,2341.0
1990,3416.0
1990,1376.0
1990,2421.0
1990,2305.0
1990,1905.0
1990,1593.0
1990,2181.0
1990,2389.0
1990,2010.0
1990,1358.0
1990,1450.0
1990,1793.0
1990,1980.0
1990,1244.0
1990,1825.0
1990,1247.0
1990,1214.0
1990,1547.0
1990,1660.0
1990,1897.0
1990,2070.0
1990,1711.0
1990,2023.0
1990,1447.0
1990,1606.0
1990,1573.0
1990,2403.0
1990,1520.0
1990,2920.0
1990,1903.0
1990,2136.0
1990,1840.0
1990,2158.0
1990,3031.0
1990,1803.0
1990,1180.0
1990,0.0
1990,2161.0
1990,3403.0
1990,1567.0
1990,2343.0
1990,1825.0
1990,1764.0
1990,0.0
1990,1072.0
1990,1073.0
1990,1479.0
1991,1410.0
1991,1052.0
1991,1346.0
1991,1063.0
1991,1319.0
1991,937.0
1991,1217.0
1991,1094.0
1991,1091.0
1991,984.0
1991,1071.0
1991,1302.0
1991,1393.0
1991,1570.0
1991,975.0
1991,974.0
1991,1165.0
1991,1667.0
1991,1449.0
1991,1113.0
1991,1088.0
1991,1703.0
1991,1511.0
1991,1509.0
1991,2416.0
1991,1246.0
1991,1241.0
1991,1405.0
1991,1255.0
1991,1608.0
1991,1902.0
1991,2186.0
1991,2143.0
1991,1795.0
1991,1903.0
1991,1898.0
1991,1132.0
1991,2000.0
1991,2442.0
1991,1722.0
1991,1220.0
1991,1488.0
1991,1398.0
1991,0.0
1991,2941.0
1991,1945.0
1991,2328.0
1991,2114.0
1991,2245.0
1991,3156.0
1991,2645.0
1991,2011.0
1991,2123.0
1991,2372.0
1991,2827.0
1991,2503.0
1991,2914.0
1991,2699.0
1991,2569.0
1991,2968.0
1991,3016.0
1991,2501.0
1991,1832.0
1991,2191.0
1991,1930.0
1991,2564.0
1991,1594.0
1991,3082.0
1991,2015.0
1991,1711.0
1991,2252.0
1991,1802.0
1991,1105.0
1991,3066.0
1991,1588.0
1991,0.0
1991,1935.0
1991,2283.0
1991,2281.0
1991,2776.0
1991,765.0
1991,2876.0
1991,911.0
1991,1922.0
1991,1743.0
1991,1701.0
1991,905.0
1991,978.0
1991,746.0
1991,1125.0
1991,0.0
1991,0.0
1991,1010.0
1991,1885.0
1991,1437.0
1991,1380.0
1991,1144.0
1991,1370.0
1991,1163.0
1991,1026.0
1991,0.0
1991,824.0
1991,874.0
1991,789.0
1991,954.0
1991,659.0
1991,747.0
1991,667.0
1991,793.0
1991,1046.0
1991,948.0
1991,843.0
1991,812.0
1991,831.0
1991,713.0
1991,756.0
1991,937.0
1991,896.0
1991,803.0
1991,960.0
1991,971.0
1991,846.0
1991,1345.0
1991,919.0
1991,1110.0
1991,1088.0
1991,0.0
1991,1301.0
1991,1476.0
1991,959.0
1991,1220.0
1991,1885.0
1991,1153.0
1991,1007.0
1991,758.0
1991,1681.0
1991,853.0
1992,2187.0
1992,2643.0
1992,1496.0
1992,3652.0
1992,1487.0
1992,2601.0
1992,0.0
1992,1685.0
1992,807.0
1992,2727.0
1992,2138.0
1992,1391.0
1992,2873.0
1992,2792.0
1992,1727.0
1992,2785.0
1992,0.0
1992,1254.0
1992,1992.0
1992,2580.0
1992,2699.0
1992,2278.0
1992,2213.0
1992,3073.0
1992,3040.0
1992,3223.0
1992,1945.0
1992,1660.0
1992,3312.0
1992,2324.0
1992,1053.0
1992,0.0
1992,2318.0
1992,2749.0
1992,2592.0
1992,1543.0
1992,1535.0
1992,1391.0
1992,2179.0
1992,2524.0
1992,1526.0
1992,896.0
1992,1415.0
1992,596.0
1992,449.0
1992,488.0
1992,1479.0
1992,2157.0
1992,537.0
1992,715.0
1992,690.0
1992,643.0
1992,836.0
1992,517.0
1992,1087.0
1992,705.0
1992,1796.0
1992,771.0
1992,774.0
1992,406.0
1992,650.0
1992,443.0
1992,439.0
1992,575.0
1992,475.0
1992,526.0
1992,858.0
1992,781.0
1992,859.0
1992,494.0
1992,413.0
1992,578.0
1992,431.0
1992,410.0
1992,615.0
1992,442.0
1992,473.0
1992,474.0
1992,398.0
1992,397.0
1992,333.0
1992,321.0
1992,735.0
1992,308.0
1992,0.0
1992,445.0
1992,811.0
1992,744.0
1992,1259.0
1992,905.0
1992,0.0
1992,1010.0
1992,1204.0
1992,1570.0
1992,0.0
1992,0.0
1992,1177.0
1992,680.0
1992,415.0
1992,411.0
1992,1940.0
1992,853.0
1992,473.0
1992,451.0
1992,1993.0
1992,808.0
1992,553.0
1992,468.0
1992,1826.0
1992,1156.0
1992,727.0
1992,502.0
1992,447.0
1992,1842.0
1992,1008.0
1992,718.0
1992,438.0
1992,401.0
1992,2036.0
1992,1224.0
1992,684.0
1992,440.0
1992,466.0
1992,762.0
